address,location,type,price,listing_image,beds,baths,half_baths,square_feet,brokerage,attribution
"25 East 38th Street, 3R, Manhattan, NY 10016",MURRAY HILL,CONDO,3700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46948/21073186?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Living New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"316 West 14th Street, 8, Manhattan, NY 10014",WEST VILLAGE,RENTAL,3100,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46945/21190237?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"264 East 10th Street, 2, Manhattan, NY 10009",E. GREENWICH VILLAGE,RENTAL,8200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46941/21776739?w=3840&q=75,4,2,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"77 West 24th Street, 20H, Manhattan, NY 10010",FLATIRON,RENTAL,6025,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46947/21185558?w=3840&q=75,1,1,Not listed,747,Courtesy of Keller Williams Nyc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"260 W 54th St, 12A, Manhattan, NY 10019",MIDTOWN WEST,RENTAL,5100,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46933/21190254?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"27-10 37th Avenue, 5B, Queens, NY 11101",LONG ISLAND CITY,TOWNHOUSE,4400,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46936/21192015?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"260 W 54th St, 45D, Manhattan, NY 10019",MIDTOWN WEST,RENTAL,5300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46934/21190270?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"171 Suffolk Street, 11D, Manhattan, NY 10002",LOWER EAST SIDE,RENTAL,4095,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46935/22535951?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"446 Central Park West, 7C, Manhattan, NY 10025",UPPER WEST SIDE,CO-OP,2200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46924/21062200?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"160 Waverly Place, 5, Manhattan, NY 10014",WEST VILLAGE,RENTAL,5250,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46919/21192049?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"164 Ludlow St, 1, Manhattan, NY 10002",LOWER EAST SIDE,RENTAL,3900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46920/21190334?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"411 East 116th Street, 4, Manhattan, NY 10029",HARLEM,RENTAL,3195,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46916/21192029?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"2244 First Avenue, 5, Manhattan, NY 10029",HARLEM,RENTAL,2895,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46917/21192038?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"16 Stanhope Street, 2RR, Brooklyn, NY 11221",BUSHWICK,TOWNHOUSE,4100,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46922/21190295?w=3840&q=75,3,2,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"242 Mulberry Street, 18, Manhattan, NY 10012",NOLITA,RENTAL,4909,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46918/21192044?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"531 W 151st St, 56, Manhattan, NY 10039",MANHATTAN,RENTAL,2895,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46921/21190339?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"262 9th Street, 607, Brooklyn, NY 11215",PARK SLOPE,CONDO,3500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46913/22368976?w=3840&q=75,Not listed,1,Not listed,420,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"254 Wyckoff Street, 3L, Brooklyn, NY 11217",BOERUM HILL,RENTAL,2500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46911/21781960?w=3840&q=75,1,1,Not listed,700,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"2101 Frederick Douglass B, 4B, Manhattan, NY 10026",UPPER MANHATTAN,CONDO,2350,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46906/21372722?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"32 Avenue A, C, Manhattan, NY 10009",EAST VILLAGE,RENTAL,8895,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46903/21192056?w=3840&q=75,3,2,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"70 Pine Street, PH5702, Manhattan, NY 10005",FINANCIAL DISTRICT,RENTAL,15743,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46901/22725449?w=3840&q=75,3,3,Not listed,2776,Courtesy of Rose Associates Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"57 Jay Street, 2BB, Brooklyn, NY 11201",BROOKLYN,RENTAL,5850,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46904/21192066?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"333 East 46th Street, 6A, Manhattan, NY 10017",MIDDLE EAST SIDE,CO-OP,3200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,1,1,Not listed,620,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"50 East 72nd Street, 10C, Manhattan, NY 10021",UPPER EAST SIDE,CONDO,11495,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46895/21114745?w=3840&q=75,2,3,1,Not listed,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"70 Pine Street, 1613, Manhattan, NY 10005",FINANCIAL DISTRICT,RENTAL,5019,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46898/22726655?w=3840&q=75,Not listed,1,Not listed,861,Courtesy of Rose Associates Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"333 East 34th Street, PHE, Manhattan, NY 10016",MURRAY HILL KIPS BAY,CONDO,4500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46892/22157279?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"306 West 142nd Street, 6C, Manhattan, NY 10030",CENTRAL HARLEM,CO-OP,3495,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"32 Avenue A, 3, Manhattan, NY 10009",EAST VILLAGE,RENTAL,8895,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46889/21192077?w=3840&q=75,4,2,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"246 Bainbridge Street, 4, Brooklyn, NY 11233",BEDFORD STUYVESANT,CONDO,2575,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46884/21037761?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"383 Grand Street, M1804, Manhattan, NY 10002",LOWER EAST SIDE,CO-OP,5500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46882/22442878?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"1609 Avenue H, 3, Brooklyn, NY 11230",NULL,CO-OP,2850,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"595 Baltic Street, 3J, Brooklyn, NY 11217",BOERUM HILL,RENTAL,4697,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46876/22001287?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Mns,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"59 Fourth Avenue, 8A, Manhattan, NY 10003",GREENWICH VILLAGE,CO-OP,12000,https://api-prod.corelogic.com/trestle/Media/REBNY/Property/PHOTO-jpeg/1023237451/1/NTk0Mi80NzM4LzIw/MjAvMTA4MzcvMTY5MzEzMzQxNw/tLz-JgDC6K99_yNVuWwknSHXKnbwAo5Bw4iqddgZKyY?w=3840&q=75,1,2,1,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"241 Fifth Avenue, 8C, Manhattan, NY 10016",NOMAD,CONDO,5500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46864/21776760?w=3840&q=75,1,1,Not listed,646,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"176 Atlantic Avenue, 2, Brooklyn, NY 11201",COBBLE HILL,TOWNHOUSE,7000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46842/22430314?w=3840&q=75,3,2,Not listed,Not listed,Courtesy of Serhant Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"445 East 80th Street, 9D, Manhattan, NY 10075",UPPER EAST SIDE,CONDO,3800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46850/21204493?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"35 Vestry Street, 3, Manhattan, NY 10013",TRIBECA,CONDO,13000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46852/20988782?w=3840&q=75,3,2,Not listed,1600,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"242 Greene Avenue, 1A, Brooklyn, NY 11238",CLINTON HILL,CONDO,5995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46835/21955291?w=3840&q=75,3,3,1,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"432 West 52nd Street, 7E, Manhattan, NY 10019",CLINTON,CONDO,3750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46822/21954279?w=3840&q=75,Not listed,1,Not listed,436,Courtesy of Compass Greater Ny Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"129 West 89th Street, 41, Manhattan, NY 10024",UPPER WEST SIDE,CONDO,2700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46825/21328582?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"290 Third Avenue, 11D, Manhattan, NY 10010",GRAMERCY,RENTAL,4650,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46824/20983706?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Mirador Real Estate Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"294 5th Street, 1, Brooklyn, NY 11215",PARK SLOPE,RENTAL,5750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46820/20944409?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Maz Group Ny Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"40 Macon Street, 2, Brooklyn, NY 11216",BEDFORD STUYVESANT,RENTAL,2900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46815/21211746?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of R New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"290 Third Avenue, 31A, Manhattan, NY 10010",GRAMERCY,RENTAL,6295,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46818/22710037?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Mirador Real Estate Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"73 West 11th Street, 4R, Manhattan, NY 10011",GREENWICH VILLAGE,CONDO,3900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46812/21085673?w=3840&q=75,1,1,Not listed,600,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 73rd Street, Manhattan, NY 10021",LENOX HILL,RENTAL,3100,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/48426/25511562?w=3840&q=75,1,1,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"135 West 95th Street, 3, Manhattan, NY 10025",UPPER WEST SIDE,CONDO,4500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46809/20961456?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"7 West 21st Street, 404, Manhattan, NY 10010",FLATIRON DISTRICT,RENTAL,6959,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46810/22622419?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Rose Associates Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"247 West 46th Street, PH24204, Manhattan, NY 10036",MIDTOWN WEST,CONDO,44000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46807/21957021?w=3840&q=75,4,6,1,4333,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"200 West 67th Street, 21D, Manhattan, NY 10023",LINCOLN SQUARE,RENTAL,4650,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46808/21797965?w=3840&q=75,Not listed,1,Not listed,483,Courtesy of Rose Associates Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"139 East 63rd Street, 9C, Manhattan, NY 10065",UPPER EAST SIDE,CO-OP,6995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46805/22172419?w=3840&q=75,1,2,1,1100,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"196 Willoughby Street, 19M, Brooklyn, NY 11205",DOWNTOWN,RENTAL,4295,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46804/21374408?w=3840&q=75,1,1,Not listed,574,Courtesy of Rose Associates Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"7001 Ridge Boulevard, 5F, Brooklyn, NY 11209",BAY RIDGE,RENTAL,3000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46801/21982630?w=3840&q=75,2,1,Not listed,800,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"201 West 109th Street, 608, Manhattan, NY 10025",MORNINGSIDE HEIGHTS,RENTAL,4700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/43150/22562019?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Living New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"325 East 90th Street, 1FE, Manhattan, NY 10128",UPPER EAST SIDE,RENTAL,3495,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/35648/20428957?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of R New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"Duane Street, Manhattan, NY 10007",TRIBECA,RENTAL,7400,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/5363/23845200?w=3840&q=75,1,1,Not listed,771,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"29 Willow Street, 3R, Brooklyn, NY 11201",BROOKLYN HEIGHTS,APARTMENT BUILDING,7400,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710017/mediarouting.vestahub.com/Media/138627628?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"380 Atlantic Avenue, 2, Brooklyn, NY 11217",BOERUM HILL,RESIDENTIAL,4750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710005/mediarouting.vestahub.com/Media/138873311?w=3840&q=75,1,1,Not listed,900,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"454 West 50th Street, 1R, Manhattan, NY 10019",CLINTON,CO-OP,9995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710000/mediarouting.vestahub.com/Media/138627526?w=3840&q=75,2,2,1,1644,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
